title,release_date,genre,director
The Promise,1995-02-16,Drama,
Mrs. Winterbourne,1996-04-19,Comedy,
Solo,1996-10-23,Action,
Under The Domim Tree,1994-01-01,Drama,
The Substitute,1996-04-19,Action,
True Crime,1996-03-12,Crime,
Butterfly Kiss,1995-08-18,Crime,
Feeling Minnesota,1996-09-13,Action,
Delta of Venus,1995-06-09,Drama,
To Cross the Rubicon,1991-01-01,,
Angus,1995-09-15,Comedy,
Priest Daens,1992-09-01,Drama,
Faces,1968-11-24,Drama,
Boys,1996-05-10,Romance,
The Quest,1996-04-19,Action,
Cosi,1996-03-04,Comedy,
Sunset Park,1996-04-26,Drama,
Mulholland Falls,1996-04-26,Drama,
The Truth About Cats & Dogs,1996-04-26,Comedy,
Oliver & Company,1988-11-18,Animation,
Celtic Pride,1996-04-19,Comedy,
Flipper,1996-05-17,Adventure,
Captives,1994-05-03,Drama,
Of Love and Shadows,1994-05-10,Drama,
Dead Man,1995-12-23,Drama,
The Horseman on the Roof,1995-09-20,War,
Switchblade Sisters,1975-01-05,Action,
Mouth to Mouth,1995-11-10,Comedy,
The Visitors,1993-01-27,Fantasy,
Multiplicity,1996-07-19,Comedy,
"The Haunted World of Edward D. Wood, Jr.",1996-05-01,Documentary,
Two Friends,2002-03-20,Drama,
The Craft,1996-05-03,Drama,
The Great White Hype,1996-05-03,Comedy,
Last Dance,1996-05-02,Drama,
War Stories Our Mother Never Told Us,,,
Cold Comfort Farm,1995-01-01,Comedy,
"Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,Animation,
Heaven's Prisoners,1996-05-17,Drama,
Original Gangstas,1996-05-10,Action,
The Rock,1996-06-06,Action,
Getting Away with Murder,1996-04-12,Comedy,
Cemetery Man,1994-03-25,Fantasy,
Twister,1996-05-10,Action,
Barb Wire,1996-05-02,Action,
Le Garçu,1995-10-31,Drama,
Honeymoon,1996-04-11,Comedy,
Ghost in the Shell,1995-11-18,Action,
Thinner,1996-10-25,Horror,
Spy Hard,1996-05-24,Action,
Brothers in Trouble,1995-08-23,Comedy,
A Close Shave,1995-12-24,Family,
Force of Evil,1948-12-25,Drama,
The Stupids,1996-08-30,Comedy,
The Arrival,1996-05-31,Action,
The Man from Down Under,1943-08-04,Drama,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,Drama,
Careful,1992-09-30,Horror,
Vermont Is for Lovers,,,
A Month by the Lake,1995-09-11,Comedy,
Gold Diggers: The Secret of Bear Mountain,1995-11-03,Drama,
Kim,1950-12-07,Family,
Carmen Miranda: Bananas Is My Business,1995-04-13,Documentary,
Ashes of Time,1994-09-16,Drama,
The Jar,1994-04-01,,
Maya Lin: A Strong Clear Vision,1995-11-10,Documentary,
Stalingrad,1993-01-21,Drama,
The Phantom,1996-06-06,Adventure,
Striptease,1996-06-28,Drama,
The Last of the High Kings,1996-12-06,Drama,
Heavy,1995-01-20,Drama,
Jack,1996-08-09,Comedy,
I Shot Andy Warhol,1996-05-01,Drama,
The Grass Harp,1995-09-10,Comedy,
Someone Else's America,1995-09-09,Drama,
Life is Rosy,1987-11-17,Music,
Quartier Mozart,1992-05-26,,
Touki Bouki,1973-07-01,Drama,
God's Gift,1982-01-01,Drama,
Spirits of the Dead,1968-05-16,Drama,
Babyfever,1994-05-04,,
Pharaoh's  Army,1995-01-01,Western,
Trainspotting,1996-02-23,Drama,
Til There Was You,1997-05-30,Comedy,
Independence Day,1996-06-25,Action,
Stealing Beauty,1996-03-29,Drama,
The Fan,1996-08-15,Drama,
The Hunchback of Notre Dame,1996-06-21,Drama,
The Cable Guy,1996-06-10,Comedy,
Kingpin,1996-07-04,Comedy,
Eraser,1996-06-21,Action,
The Gate of Heavenly Peace,1995-01-01,Documentary,
The Nutty Professor,1996-06-26,Fantasy,
"I, the Worst of All",1990-08-09,Drama,
An Unforgettable Summer,1994-05-15,Drama,
A Hungarian Fairy Tale,1987-01-01,,
My Life and Times With Antonin Artaud,1993-01-01,,
Midnight Dancers,1994-09-09,,
Somebody to Love,1994-09-27,Comedy,
A Very Natural Thing,1974-01-01,Drama,
The Old Lady Who Walked in the Sea,1991-09-18,Comedy,
Daylight,1996-12-06,Action,
The Frighteners,1996-07-18,Horror,
Lone Star,1996-06-21,Drama,
Harriet the Spy,1996-07-10,Comedy,
Phenomenon,1996-07-05,Drama,
Walking and Talking,1996-07-17,Comedy,
She's the One,1996-08-26,Comedy,
A Time to Kill,1996-07-24,Crime,
American Buffalo,1996-09-13,Drama,
Rendezvous in Paris,1995-03-22,Romance,
Alaska,1996-08-14,Adventure,
Fled,1996-07-19,Action,
Kazaam,1996-07-17,Fantasy,
Magic Hunter,1994-10-23,,
Larger Than Life,1996-10-31,Family,
A Boy Called Hate,1996-05-22,,
Power 98,1996-05-17,Action,
Two Deaths,1995-09-10,War,
A Very Brady Sequel,1996-08-23,Comedy,
Stefano Quantestorie,1993-05-26,Comedy,
Death in the Garden,1956-09-21,Adventure,
Hedd Wyn,1992-01-01,War,
La Collectionneuse,1967-03-02,Drama,
Kaspar Hauser,1993-09-11,Drama,
Regular Guys,1996-05-30,Comedy,
Diebinnen,1996-06-20,Drama,
The Convent,1995-09-06,Thriller,
The Adventures of Pinocchio,1996-07-26,Animation,
Joe's Apartment,1996-07-26,Fantasy,
The First Wives Club,1996-09-20,Comedy,
Stonewall,1995-10-01,Romance,
Ransom,1996-11-08,Action,
High School High,1996-10-25,Comedy,
Phat Beach,1996-08-02,Comedy,
Foxfire,1996-08-23,Action,
Chain Reaction,1996-08-02,Action,
Matilda,1996-08-02,Comedy,
Emma,1996-08-02,Drama,
The Crow: City of Angels,1996-08-29,Action,
House Arrest,1996-08-14,Comedy,
Eyes Without a Face,1960-01-11,Drama,
Bordello of Blood,1996-08-16,Horror,
Lotto Land,1995-06-01,Drama,
The Story of Xinghua,1994-03-30,,
The Day the Sun Turned Cold,1994-01-01,,
Flirt,1995-09-14,Drama,
The Big Squeeze,1996-09-06,Drama,
The Spitfire Grill,1996-08-23,Comedy,
Escape from L.A.,1996-08-09,Action,
Cyclo,1995-01-01,Crime,
Basquiat,1996-08-09,Drama,
Tin Cup,1996-08-16,Comedy,
Dingo,1991-06-02,Drama,
The Ballad of Narayama,1958-06-01,Drama,
Every Other Weekend,1990-08-28,Drama,
Mille bolle blu,1993-01-01,,
Crows and Sparrows,1949-01-01,,
The Godfather,1972-03-14,Drama,
Maybe... Maybe Not,1994-10-05,Comedy,
Police Story 3: Supercop,1992-07-04,Action,
Manny & Lo,1996-01-22,Drama,
Wife,1953-04-29,Drama,
Small Faces,1996-04-05,,
Bound,1996-09-13,Crime,
Carpool,1996-08-23,Comedy,
Death in Brunswick,1990-11-08,Drama,
Kansas City,1996-08-16,Thriller,
Gone Fishin',1997-05-30,Comedy,
Lover's Knot,1996-07-12,Romance,
Vive L'Amour,1994-09-02,Drama,
Shadow of Angels,1976-01-31,Drama,
Killer: A Journal of Murder,1996-09-06,Drama,
Nothing to Lose,1994-01-01,Action,
Project S,1993-10-21,Action,
Girls Town,1996-08-21,Comedy,
Bye-Bye,1995-08-30,Drama,
The Relic,1997-01-10,Horror,
The Island of Dr. Moreau,1996-08-23,Fantasy,
First Kid,1996-08-30,Comedy,
The Trigger Effect,1996-08-30,Drama,
Sweet Nothing,1995-06-08,,
Bogus,1996-09-06,Fantasy,
Bulletproof,1996-09-06,Action,
Talk of Angels,1998-10-30,Drama,
The Land Before Time III: The Time of the Great Giving,1995-03-16,Animation,
1-900,1994-09-01,,
Baton Rouge,1988-10-08,Thriller,
Halloween: The Curse of Michael Myers,1995-09-29,Horror,
Twelfth Night,1996-10-31,Drama,
Mother Night,1996-11-01,Drama,
Liebelei,1933-03-10,Drama,
Venice,2010-05-25,Drama,
Wild Reeds,1994-05-05,Drama,
For Whom the Bell Tolls,1943-07-12,Drama,
The Philadelphia Story,1940-12-05,Comedy,
Singin' in the Rain,1952-04-10,Comedy,
An American in Paris,1951-08-08,Drama,
Funny Face,1957-02-13,Music,
Breakfast at Tiffany's,1961-10-05,Comedy,
Vertigo,1958-05-09,Mystery,
Rear Window,1954-08-01,Drama,
It Happened One Night,1934-02-22,Comedy,
Gaslight,1944-05-04,Drama,
The Gay Divorcee,1934-10-12,Comedy,
North by Northwest,1959-07-07,Mystery,
The Apartment,1960-06-15,Comedy,
Some Like It Hot,1959-03-18,Comedy,
Charade,1963-12-05,Comedy,
Casablanca,1942-11-26,Drama,
The Maltese Falcon,1941-11-18,Mystery,
My Fair Lady,1964-10-21,Drama,
Sabrina,1954-09-28,Comedy,
Roman Holiday,1953-09-02,Comedy,
The Little Princess,1939-03-17,Drama,
Meet Me in St. Louis,1944-11-23,Comedy,
The Wizard of Oz,1939-08-15,Adventure,
Gone with the Wind,1939-12-15,Drama,
My Favorite Year,1982-10-01,Comedy,
Sunset Boulevard,1950-08-10,Drama,
Citizen Kane,1941-04-30,Mystery,
2001: A Space Odyssey,1968-04-10,Science Fiction,
Golden Earrings,1947-08-27,Adventure,
All About Eve,1950-11-09,Drama,
The Women,1939-01-01,Comedy,
Rebecca,1940-04-12,Drama,
Foreign Correspondent,1940-08-16,Mystery,
Notorious,1946-08-15,Thriller,
Spellbound,1945-12-28,Drama,
An Affair to Remember,1957-07-11,Drama,
To Catch a Thief,1955-08-03,Crime,
Father of the Bride,1950-06-16,Comedy,
The Band Wagon,1953-08-07,Comedy,
Ninotchka,1939-10-06,Comedy,
Love in the Afternoon,1957-06-30,Comedy,
Gigi,1958-04-15,Comedy,
The Reluctant Debutante,1958-01-01,Comedy,
The Adventures of Robin Hood,1938-05-13,Action,
The Mark of Zorro,1940-11-08,Action,
Laura,1944-10-11,Drama,
The Ghost and Mrs. Muir,1947-06-26,Fantasy,
Lost Horizon,1937-09-01,Adventure,
Top Hat,1935-09-06,Comedy,
To Be or Not to Be,1942-03-05,Comedy,
My Man Godfrey,1936-09-17,Comedy,
Giant,1956-10-10,Action,
East of Eden,1955-03-09,Drama,
The Thin Man,1934-05-25,Comedy,
His Girl Friday,1940-01-18,Comedy,
Around the World in Eighty Days,1956-10-17,Adventure,
It's a Wonderful Life,1946-12-20,Drama,
Mr. Smith Goes to Washington,1939-10-19,Comedy,
Bringing Up Baby,1938-02-18,Comedy,
Penny Serenade,1941-04-24,Drama,
The Scarlet Letter,1926-08-09,Drama,
Lady of Burlesque,1943-06-01,Comedy,
Of Human Bondage,1934-07-20,Drama,
Angel on My Shoulder,1946-09-20,Comedy,
Little Lord Fauntleroy,1936-03-06,Drama,
They Made Me a Criminal,1939-01-28,Thriller,
The Inspector General,1949-12-31,Comedy,
Angel and the Badman,1947-02-15,Romance,
The 39 Steps,1935-06-01,Action,
A Walk in the Sun,1945-12-25,War,
The Outlaw,1943-02-05,Action,
Night of the Living Dead,1968-10-01,Horror,
The African Queen,1951-12-03,Adventure,
Beat the Devil,1953-11-24,Action,
Cat on a Hot Tin Roof,1958-02-17,Drama,
The Last Time I Saw Paris,1954-01-01,Romance,
Meet John Doe,1941-03-12,Drama,
Algiers,1938-06-28,Drama,
Something to Sing About,1937-09-30,Comedy,
A Farewell to Arms,1932-12-08,Drama,
Moonlight Murder,1936-03-27,Music,
Nothing Personal,1996-10-18,Drama,
"Yes, Madam",1985-01-01,Action,
Dangerous Ground,1997-02-12,Drama,
Picnic,1955-11-18,Drama,
Madagascar Skin,1995-01-26,,
The Pompatus of Love,1996-07-26,Comedy,
Small Wonders,1995-01-01,Documentary,
Fly Away Home,1996-09-13,Action,
Bliss,1997-04-14,Drama,
Grace of My Heart,1996-09-13,Drama,
Brother of Sleep,1995-09-08,Drama,
Maximum Risk,1996-09-13,Action,
Michael Collins,1996-10-25,Drama,
The Rich Man's Wife,1996-09-13,Drama,
Infinity,1996-10-04,Drama,
Big Night,1996-09-20,Drama,
Last Man Standing,1996-09-20,Action,
Caught,1996-01-24,Action,
Set It Off,1996-11-06,Drama,
2 Days in the Valley,1996-09-11,Comedy,
Curdled,1996-09-06,Comedy,
L'associé,1979-08-22,Comedy,
Ed's Next Move,1996-10-18,,
Extreme Measures,1996-09-27,Drama,
The Glimmer Man,1996-10-04,Action,
D3: The Mighty Ducks,1996-10-04,Action,
The Chamber,1996-10-11,Crime,
The Apple Dumpling Gang,1975-07-01,Comedy,
"Davy Crockett, King of the Wild Frontier",1955-05-25,Action,
Escape to Witch Mountain,1975-03-21,Adventure,
The Love Bug,1968-12-22,Comedy,
Herbie Rides Again,1974-02-14,Romance,
Old Yeller,1957-12-25,Adventure,
The Parent Trap,1961-06-12,Comedy,
Pollyanna,1960-05-19,Adventure,
Homeward Bound: The Incredible Journey,1993-02-03,Adventure,
The Shaggy Dog,1959-03-19,Comedy,
Swiss Family Robinson,1960-12-21,Adventure,
That Darn Cat!,1965-12-02,Drama,
"20,000 Leagues Under the Sea",1954-12-23,Adventure,
Cool Runnings,1993-09-30,Comedy,
Angels in the Outfield,1994-07-15,Fantasy,
Cinderella,1950-03-04,Family,
Winnie the Pooh and the Blustery Day,1968-12-20,Animation,
The Three Caballeros,1944-07-21,Animation,
The Sword in the Stone,1963-12-25,Animation,
So Dear to My Heart,1948-11-29,Animation,
Robin Hood: Prince of Thieves,1991-06-14,Adventure,
Mary Poppins,1964-08-27,Comedy,
Dumbo,1941-10-22,Animation,
Pete's Dragon,1977-11-03,Fantasy,
Bedknobs and Broomsticks,1971-10-07,Adventure,
Alice in Wonderland,1951-07-03,Animation,
The Fox and the Hound,1981-07-10,Adventure,
Freeway,1996-08-23,Comedy,
The Sound of Music,1965-03-02,Drama,
Die Hard,1988-07-15,Action,
The Lawnmower Man,1992-03-05,Horror,
Unhook the Stars,1996-09-04,Drama,
Synthetic Pleasures,1995-09-13,Documentary,
The Secret Agent,1996-11-08,Drama,
Secrets & Lies,1996-05-24,Drama,
That Thing You Do!,1996-10-04,Comedy,
To Gillian on Her 37th Birthday,1996-10-18,Drama,
Surviving Picasso,1996-09-04,Drama,
Love Is All There Is,1996-05-10,Comedy,
Beautiful Thing,1996-06-21,Comedy,
The Long Kiss Goodnight,1996-10-11,Crime,
The Ghost and the Darkness,1996-10-11,Adventure,
Looking for Richard,1996-10-11,Documentary,
Trees Lounge,1996-10-11,Comedy,
The Proprietor,1996-09-09,Drama,
Normal Life,1996-01-26,Crime,
Get on the Bus,1996-10-16,Drama,
Shadow Conspiracy,1997-01-31,Action,
Jude,1996-02-06,Drama,
Everyone Says I Love You,1996-12-06,Music,
Bitter Sugar,1996-02-10,Drama,
Romeo + Juliet,1996-10-31,Drama,
Swingers,1996-10-18,Comedy,
Sleepers,1996-10-18,Crime,
The Sunchaser,1996-05-29,Drama,
Johns,1996-12-10,Drama,
Aladdin and the King of Thieves,1996-05-20,Adventure,
The Woman in Question,1952-02-18,Mystery,
Shall We Dance,1937-05-07,Comedy,
A Damsel in Distress,1937-11-19,Comedy,
Crossfire,1947-07-22,Crime,
"Murder, My Sweet",1944-12-09,Crime,
Macao,1952-04-30,Adventure,
For the Moment,1993-10-01,War,
Willy Wonka & the Chocolate Factory,1971-06-29,Family,
The Sexual Life of the Belgians,1994-01-28,Comedy,
The Innocents,1961-12-25,Horror,
Sleeper,1973-12-17,Comedy,
Bananas,1971-04-28,Comedy,
A Fish Called Wanda,1988-07-15,Comedy,
Life of Brian,1979-08-17,Comedy,
Victor/Victoria,1982-04-25,Comedy,
The Candidate,1972-08-23,Comedy,
The Great Race,1965-07-01,Adventure,
Bonnie and Clyde,1967-07-18,Crime,
The Old Man and the Sea,1958-10-07,Adventure,
Dial M for Murder,1954-05-29,Crime,
Madame Butterfly,1995-11-22,,
Dirty Dancing,1987-08-21,Drama,
Reservoir Dogs,1992-09-02,Crime,
Platoon,1986-12-18,Drama,
Weekend at Bernie's,1989-07-05,Comedy,
Basic Instinct,1992-03-20,Thriller,
The Doors,1991-03-01,Drama,
The Crying Game,1992-09-02,Romance,
Glengarry Glen Ross,1992-09-15,Crime,
Sophie's Choice,1982-12-08,Drama,
E.T. the Extra-Terrestrial,1982-04-03,Science Fiction,
The Search for One-eye Jimmy,1994-11-14,Comedy,
A Christmas Carol,1938-12-16,Fantasy,
Days of Thunder,1990-06-27,Adventure,
Top Gun,1986-05-16,Action,
American Strays,1996-09-12,Action,
Rebel Without a Cause,1955-10-27,Drama,
A Streetcar Named Desire,1951-09-18,Drama,
Children of the Corn IV: The Gathering,1996-10-08,Horror,
The Leopard Son,1996-09-27,Documentary,
Charm's  Incidents,1996-10-03,Comedy,
Bird of Prey,1995-09-12,Crime,
Microcosmos,1996-05-20,Documentary,
Palookaville,1995-09-07,Comedy,
The Associate,1996-10-25,Comedy,
The Funeral,1996-01-26,Crime,
The Sleepover,2013-10-12,Comedy,
A Single Girl,1995-05-29,Drama,
The Eighth Day,1996-01-01,Drama,
North Star,1996-01-03,Action,
Drunks,1997-03-14,Drama,
The People vs. Larry Flynt,1996-10-12,Drama,
Glory Daze,1995-10-01,Comedy,
A Perfect Candidate,1996-06-19,Documentary,
On Golden Pond,1981-12-04,Drama,
The Return of the Pink Panther,1975-05-21,Mystery,
Drop Dead Fred,1991-04-19,Comedy,
The Abyss,1989-08-09,Adventure,
The Fog,1980-02-08,Horror,
Escape from New York,1981-05-22,Science Fiction,
The Howling,1981-04-03,Drama,
Jean de Florette,1986-08-27,Drama,
Manon of the Spring,1986-11-19,Drama,
Johnny 100 Pesos,1993-01-01,Drama,
Private Benjamin,1980-10-06,Comedy,
Monty Python and the Holy Grail,1975-03-13,Adventure,
Hustler White,1996-07-19,Romance,
Dadetown,1995-09-02,,
Everything Relative,1996-09-13,Drama,
Entertaining Angels - The Dorothy Day Story,1996-09-27,Drama,
Three Lives and Only One Death,1996-05-15,Comedy,
The Line King: The Al Hirschfeld Story,1996-09-27,Documentary,
Snowriders,1996-10-17,Documentary,
Curtis's Charm,1995-09-18,,
When We Were Kings,1996-10-25,Documentary,
The Wrong Trousers,1993-12-17,Animation,
JLG/JLG: Self-Portrait in December,1995-03-08,Documentary,
The Return of Martin Guerre,1982-05-12,Mystery,
Faust,1994-09-10,Animation,
He Walked by Night,1948-11-24,Drama,
Raw Deal,1948-05-26,Crime,
T-Men,1947-12-15,Thriller,
The Children Are Watching Us,1944-10-27,Drama,
Pastoral Symphony,1946-09-26,Drama,
Here Comes Cookie,1935-09-10,,
Love In Bloom,1935-04-20,,
Six of a Kind,1934-02-09,Comedy,
The Tin Drum,1979-05-02,Drama,
The Ruling Class,1972-09-13,Drama,
Mina Tannenbaum,1994-03-02,Drama,
2 or 3 Things I Know About Her,1967-03-17,Comedy,
The Bloody Child,1996-10-26,Drama,
Dear God,1996-11-01,Comedy,
Bad Moon,1996-11-01,Horror,
American Dream,1990-09-28,Documentary,
Best of the Best 3: No Turning Back,1995-05-17,Action,
Bob Roberts,1992-09-04,Comedy,
Cinema Paradiso,1988-11-17,Drama,
"The Cook, the Thief, His Wife & Her Lover",1989-09-10,Crime,
Dead Tired,1994-05-18,Comedy,
Delicatessen,1991-04-17,Comedy,
The Double Life of Veronique,1991-05-15,Drama,
Enchanted April,1991-11-06,Romance,
Paths of Glory,1957-09-18,Drama,
The Grifters,1990-09-14,Crime,
Hear My Song,1991-12-27,Comedy,
The Shooter,1997-10-23,Western,
The English Patient,1996-11-14,Drama,
Mediterraneo,1991-01-31,Comedy,
My Left Foot: The Story of Christy Brown,1989-07-21,Drama,
"Sex, Lies, and Videotape",1989-08-18,Drama,
Passion Fish,1992-12-11,Drama,
Strictly Ballroom,1992-08-20,Comedy,
The Thin Blue Line,1988-08-28,Mystery,
Tie Me Up! Tie Me Down!,1989-12-12,Comedy,
Madonna: Truth or Dare,1991-05-10,Documentary,
Paris is Burning,1990-03-13,Documentary,
One Flew Over the Cuckoo's Nest,1975-11-18,Drama,
Up in Smoke,1978-01-01,Comedy,
The Empire Strikes Back,1980-05-17,Adventure,
The Princess Bride,1987-09-18,Adventure,
Raiders of the Lost Ark,1981-06-12,Adventure,
Brazil,1985-02-20,Comedy,
Aliens,1986-07-18,Horror,
"The Good, the Bad and the Ugly",1966-12-23,Western,
Withnail & I,1987-01-01,Comedy,
12 Angry Men,1957-03-25,Drama,
Lawrence of Arabia,1962-12-10,Adventure,
A Clockwork Orange,1971-12-18,Science Fiction,
To Kill a Mockingbird,1962-12-25,Crime,
Apocalypse Now,1979-08-15,Drama,
Once Upon a Time in the West,1968-12-21,Western,
Return of the Jedi,1983-05-23,Adventure,
Wings of Desire,1987-01-01,Drama,
The Third Man,1949-08-31,Thriller,
GoodFellas,1990-09-12,Drama,
Alien,1979-05-25,Horror,
Army of Darkness,1992-10-09,Fantasy,
The Big Blue,1988-05-11,Adventure,
Ran,1985-06-01,Action,
The Killer,1989-07-06,Action,
Psycho,1960-06-16,Drama,
The Blues Brothers,1980-06-17,Music,
The Godfather: Part II,1974-12-20,Drama,
Full Metal Jacket,1987-06-26,Drama,
A Grand Day Out,1990-05-18,Adventure,
Henry V,1989-10-05,War,
Amadeus,1984-10-26,Drama,
The Quiet Man,1952-07-21,Comedy,
Once Upon a Time in America,1984-02-16,Drama,
Raging Bull,1980-11-14,Drama,
Annie Hall,1977-04-19,Comedy,
The Right Stuff,1983-10-20,Drama,
Stalker,1979-04-16,Drama,
Das Boot,1981-09-16,Action,
The Sting,1973-12-25,Comedy,
Harold and Maude,1971-12-20,Comedy,
Trust,1990-09-09,Drama,
The Seventh Seal,1957-02-16,Fantasy,
Local Hero,1983-02-17,Comedy,
The Terminator,1984-10-26,Action,
Braindead,1992-08-13,Horror,
Glory,1989-12-15,War,
Rosencrantz & Guildenstern Are Dead,1991-02-08,Comedy,
Manhattan,1979-04-25,Comedy,
Miller's Crossing,1990-09-21,Drama,
Dead Poets Society,1989-06-02,Drama,
The Graduate,1967-12-21,Drama,
Touch of Evil,1958-04-23,Drama,
La Femme Nikita,1990-02-21,Action,
The Bridge on the River Kwai,1957-10-02,Drama,
8½,1963-02-14,Fantasy,
Chinatown,1974-06-20,Crime,
The Day the Earth Stood Still,1951-09-17,Drama,
The Treasure of the Sierra Madre,1948-01-24,Action,
Bad Taste,1987-12-01,Action,
Duck Soup,1933-11-17,Comedy,
Better Off Dead...,1985-10-11,Comedy,
The Shining,1980-05-22,Horror,
Stand by Me,1986-08-22,Crime,
M,1931-05-11,Drama,
Evil Dead II,1987-03-13,Horror,
The Great Escape,1963-06-20,Adventure,
The Deer Hunter,1978-12-08,Drama,
Diva,1981-03-11,Action,
Groundhog Day,1993-02-11,Romance,
Unforgiven,1992-08-07,Western,
The Manchurian Candidate,1962-10-24,Mystery,
Pump up the Volume,1990-08-22,Music,
Arsenic and Old Lace,1944-09-23,Comedy,
Back to the Future,1985-07-03,Adventure,
Fried Green Tomatoes,1991-12-27,Drama,
Patton,1970-01-25,Drama,
Down by Law,1986-05-01,Crime,
Akira,1988-07-16,Science Fiction,
Highlander,1986-03-07,Adventure,
Cool Hand Luke,1967-06-22,Crime,
Cyrano de Bergerac,1990-03-28,Drama,
Young Frankenstein,1974-12-15,Comedy,
Night on Earth,1991-10-03,Comedy,
Raise the Red Lantern,1991-12-20,Drama,
The Great Dictator,1940-10-15,Comedy,
Fantasia,1940-11-13,Animation,
High Noon,1952-03-27,Western,
The Big Sleep,1946-08-23,Crime,
Heathers,1988-10-01,Thriller,
Somewhere in Time,1980-10-02,Science Fiction,
Ben-Hur,1959-12-26,Action,
This Is Spinal Tap,1984-05-04,Comedy,
Koyaanisqatsi,1982-06-06,Documentary,
Some Kind of Wonderful,1987-02-27,Drama,
Indiana Jones and the Last Crusade,1989-05-24,Adventure,
Being There,1979-12-19,Comedy,
Gandhi,1982-11-30,Drama,
The Unbearable Lightness of Being,1988-02-05,Comedy,
A Room with a View,1985-12-13,Drama,
Real Genius,1985-08-07,Comedy,
Pink Floyd: The Wall,1982-07-14,Music,
The Killing Fields,1984-11-02,War,
My Life as a Dog,1985-12-12,Drama,
Forbidden Planet,1956-03-15,Adventure,
Field of Dreams,1989-04-21,Drama,
The Man Who Would Be King,1975-12-03,Adventure,
Butch Cassidy and the Sundance Kid,1969-09-23,History,
"Paris, Texas",1984-05-19,Drama,
Until the End of the World,1991-09-12,Thriller,
When Harry Met Sally...,1989-07-21,Comedy,
I Shot a Man in Vegas,1996-10-18,,
Parallel Sons,1995-01-01,,
Hype!,1996-11-08,Documentary,
Santa with Muscles,1996-11-08,Family,
Female Perversions,1996-01-22,Drama,
